,Cu,Mg,Mn,Fe,Si,Zn,Zr,temperature
538,4.4800773,1.3570868,0.76983976,0.0853433,0.16942568,0.26297677,0.26743716,0.9320629
539,4.4030256,1.1889846,0.7122085,0.30106032,0.23720096,0.17133377,0.15043299,0.6400284
540,3.9865348,1.4070684,0.48896444,0.055228427,0.291957,0.19400363,0.2780564,0.8629255
541,4.1408095,1.3589599,0.630013,0.1460937,0.42828628,0.3065643,0.31099293,0.936176
542,4.2509303,1.58936,0.69362915,0.22960475,0.43728352,0.204161,0.16211419,0.9540369
543,4.083014,1.5670354,0.64346904,0.18808776,0.5735197,0.1399278,0.18400826,0.9585281
544,4.3618646,1.796049,0.47055167,0.1988247,0.5552231,0.1396343,0.24902,0.12834682
545,4.1166177,1.7450099,0.43187004,0.17218524,0.44324726,0.18228023,0.25633678,0.122894935
546,4.55554,1.7225599,0.40514427,0.19949985,0.6061748,0.15533523,0.3234338,0.15191044
547,3.963957,1.7242533,0.50317395,0.19621208,0.27274957,0.18793637,0.18880683,0.41711232
548,3.7181423,1.7183002,0.7609476,0.17758368,0.18344809,0.17204903,0.20210223,0.6336047
549,4.443186,1.7953038,0.6744597,0.13738362,0.21740882,0.21474218,0.23494273,0.69177544
550,4.1029572,1.7598388,0.7418606,0.17260556,0.23472424,0.17872867,0.18018965,0.5401177
551,4.526011,1.7952297,0.5326232,0.21102704,0.4161348,0.19864535,0.2305331,0.33539686
552,4.1780047,1.5263753,0.42014185,0.22557825,0.44498947,0.19542608,0.17529404,0.9518388
553,4.1475544,1.376405,0.61802745,0.13398555,0.36567152,0.28516096,0.27948985,0.9195169
554,4.312255,1.2908739,0.5910642,0.23183367,0.18879484,0.08235298,0.11141748,0.9910185
555,3.842757,1.130559,0.6375908,0.3060394,0.11306067,0.2916127,0.24525912,0.7653632
556,3.975482,1.2343161,0.5289958,0.18530096,0.48828647,0.2724335,0.28299034,0.98195493
557,4.123729,1.6483322,0.7895839,0.19675627,0.25646898,0.20017661,0.14951782,0.9077707
558,4.5281777,1.678846,0.7118296,0.21910715,0.5456978,0.2071986,0.2121679,0.89884174
559,4.532004,1.3063097,0.751703,0.22554904,0.49479285,0.13133,0.085968085,0.2223372
560,4.0168247,1.4120967,0.48779702,0.22908914,0.6170578,0.15159862,0.26404878,0.6975892
561,4.0203567,1.615531,0.73987013,0.19420817,0.23957832,0.2048625,0.16583386,0.89572984
562,3.8670695,1.782012,0.7895353,0.25755695,0.24925743,0.19490525,0.15482861,0.90166485
563,4.1789856,1.3538147,0.7209693,0.18013513,0.4996749,0.3082092,0.28467435,0.95990086
564,4.226108,1.2078068,0.589929,0.19575611,0.20432396,0.29020312,0.17253253,0.63950825
565,4.285073,1.2692107,0.81709164,0.20835297,0.21066472,0.25297186,0.19871679,0.95296854
566,4.2768645,1.5923518,0.6725889,0.23576885,0.40766147,0.21764527,0.1650129,0.9460735
567,4.1859293,1.8459796,0.6386604,0.19987011,0.28087828,0.2029464,0.1984253,0.3077573
568,3.908527,1.2077776,0.56886727,0.11889401,0.60964155,0.25134277,0.21770385,0.7544438
569,4.0685487,1.3197585,0.40674973,0.26284868,0.30553883,0.22951478,0.17397717,0.66629875
570,4.2132154,1.5238032,0.72692657,0.17678899,0.3170366,0.16618808,0.19910166,0.22283708
571,4.308262,1.4237638,0.64898956,0.23239082,0.35238835,0.17834477,0.31718495,0.023535462
572,4.516994,1.6810751,0.72987413,0.20049319,0.5614811,0.18410714,0.20203057,0.9452072
573,4.1056595,1.8376782,0.74192,0.19895965,0.27495396,0.21218328,0.19719233,0.22189192
574,3.976716,1.3001478,0.46211326,0.12777233,0.56088924,0.2071528,0.2679523,0.82208014
575,4.3778033,1.2062675,0.4186152,0.13681966,0.50599456,0.24561588,0.19507842,0.609411
576,4.6667094,1.211757,0.14730623,0.30660954,0.33862558,-0.044606235,0.28321248,0.10336356
577,4.7327127,1.2442889,0.2202415,0.39326218,0.30100814,-0.00837044,0.2658492,0.03204218
578,4.661113,1.2492356,0.2823866,0.36229968,0.20070244,0.09186874,0.28827563,0.09660092
579,4.483452,1.2775357,0.33847034,0.25425088,0.32820478,0.13326637,0.24145004,-0.067895435
580,4.4822345,1.2710893,0.45557845,0.20365484,0.47494623,0.09962441,0.06172888,-0.06610042
581,4.4475627,1.5028272,0.45392913,0.22273421,0.55757624,0.20030709,0.18578812,-0.14517073
582,4.609792,1.2141337,0.5605605,0.16856544,0.58509296,0.20499165,0.12705767,0.06121222
583,4.0266504,1.3846146,0.77713776,0.26837194,0.57422024,0.24352056,0.29037195,0.07656831
584,4.525651,1.7115451,0.3785528,0.17685512,0.6557923,0.17616014,0.303333,0.15506504
585,4.566286,1.7780467,0.4447828,0.18666369,0.6177223,0.14247419,0.29892123,0.11092391
586,4.525739,1.7128019,0.3600887,0.21098307,0.5399676,0.17506708,0.32496044,0.14299773
587,4.150291,1.8388731,0.82758695,0.19071302,0.28769347,0.21711017,0.19426687,0.11972783
588,4.2570195,1.3031332,0.37204754,0.3135543,0.56683785,0.12548594,0.332474,0.26642233
589,3.999719,1.2260891,0.50435567,0.20982255,0.4886681,0.14079861,0.30423048,0.49596533
590,4.434043,1.6971972,0.57909584,0.21999836,0.45803976,0.18355381,0.2465977,0.33572093
591,4.1686473,1.7711215,0.43496403,0.20808625,0.40101013,0.2282613,0.21134207,0.76530695
592,4.4194613,1.6395001,0.70819116,0.23220628,0.440096,0.21510275,0.15981892,0.96835405
593,3.7770278,1.2031212,0.7535447,0.20069727,0.47626713,0.21472587,0.11861046,0.7727614
594,4.392704,1.7536013,0.5610517,0.15844703,0.35374737,0.1937457,0.21635896,0.31212583
595,3.9638236,1.3917913,0.42177796,0.14701182,0.5899222,0.17246042,0.27437767,0.7831978
596,3.775477,1.25029,0.39795193,0.13367538,0.37811914,0.20836821,0.14101358,0.89915067
597,4.5365343,1.8121843,0.6008849,0.2012225,0.36958674,0.20167476,0.22810102,0.40106097
598,4.4855523,1.807735,0.42036822,0.2210696,0.27656034,0.22000523,0.2705777,0.011138434
599,4.1893973,1.7936803,0.47697204,0.20313507,0.515726,0.15069458,0.2395717,0.12314854
600,4.55403,1.7115313,0.40864128,0.19968706,0.6166277,0.15401115,0.32440668,0.1581166
601,4.359113,1.1950588,0.56428415,0.24685898,0.2771954,0.22547026,0.1998648,0.064789124
602,4.0242724,1.4998958,0.4216237,0.24518451,0.61915624,0.22056985,0.18127854,0.8979836
603,4.137602,1.520708,0.4152687,0.22487336,0.46017554,0.19719295,0.17556298,0.93987346
604,3.9069586,1.1788907,0.8423994,0.16151287,0.25253814,0.20024954,0.23173022,0.50713235
605,4.232774,1.2014443,0.3811677,0.1005536,0.5879131,0.114095435,0.20916519,0.46295962
606,4.3626847,1.3170763,0.50428456,0.27520758,0.52416456,0.114864126,0.22163394,0.18370552
607,3.8774347,1.3187205,0.53097427,0.20966169,0.5921024,0.15440893,0.14901717,0.509247
608,4.1185575,1.5161533,0.5755738,0.20405811,0.27679718,0.17121656,0.23911029,0.29325843
609,3.721743,1.2321419,0.40597257,0.19616906,0.5429826,0.16947263,0.112802595,0.9436513
610,3.8957605,1.7694566,0.43487218,0.15730038,0.4771603,0.18700998,0.1982576,0.84621894
611,3.9351935,1.7214377,0.37164715,0.17421642,0.29657787,0.22657746,0.2801284,0.10472698
612,3.957976,1.8210034,0.7430599,0.17036672,0.59468675,0.19466849,0.19637972,0.8160084
613,3.9365742,1.7439141,0.42289644,0.17018682,0.59035075,0.11536014,0.16734909,-0.0012720136
614,3.9266768,1.7618929,0.41376147,0.17095582,0.6226395,0.09889543,0.13941872,-0.00075857923
615,3.7953086,1.7314756,0.49799418,0.14799522,0.6033709,0.109165564,0.16060767,0.06575615
616,3.8652892,1.6520982,0.7723174,0.0883012,0.6644322,0.09867646,0.2067503,0.2546065
617,4.2027173,1.8132706,0.5262718,0.21181437,0.23909418,0.23926151,0.27233103,0.070774995
618,3.8584368,1.7671251,0.5994215,0.1729651,0.4305481,0.15543117,0.21783078,0.41056648
619,3.8401508,1.7674232,0.6785695,0.18063226,0.5954187,0.1923458,0.21795018,0.54555225
620,3.8318493,1.7859236,0.70628756,0.20670657,0.5926064,0.17544954,0.22994687,0.4924832
621,4.063427,1.8208327,0.4294215,0.24665338,0.56597936,0.11526334,0.20863646,0.01439769
622,4.1679454,1.8978329,0.4419098,0.30518013,0.5464328,0.11795394,0.22983144,0.02739581
623,3.8766222,1.7332268,0.41347808,0.14926907,0.6386024,0.0967346,0.12277665,0.007733891
624,3.7540164,1.7646242,0.5486334,0.16768068,0.5765109,0.12072411,0.17933452,0.09888897
625,3.7842062,1.7407486,0.6727647,0.17838049,0.6068475,0.13618596,0.21337856,0.24561514
626,3.8226645,1.7153805,0.7370183,0.15641749,0.6350785,0.12492202,0.2206529,0.2883927
627,3.7713804,1.8454719,0.62967193,0.27468115,0.5645299,0.18067165,0.23146594,0.3328795
628,3.904065,1.6947651,0.39179975,0.21890664,0.6348897,0.21641704,0.18441263,0.6490474
629,3.8213744,1.7558353,0.5400261,0.20002879,0.61621714,0.22089645,0.20604515,0.4704926
630,3.7421436,1.7358317,0.6152057,0.17222422,0.58664155,0.13851292,0.19992106,0.17624547
631,3.8557255,1.7785958,0.5742333,0.19733326,0.6121207,0.2215421,0.204808,0.54586786
632,3.9750295,1.8709879,0.66968036,0.20592548,0.62612665,0.2685847,0.27399856,0.9008312
633,3.7945046,1.7752818,0.4168202,0.2205517,0.629262,0.2576705,0.30543026,0.8523659
634,3.999736,1.8566222,0.8614049,0.22504652,0.5547743,0.22901027,0.22350992,0.96400875
635,3.8409476,1.7942631,0.78566384,0.26661187,0.6351981,0.22990544,0.25594404,0.93238086
636,3.8451939,1.7852921,0.7918648,0.26801765,0.637725,0.2244936,0.2530828,0.93168074
637,3.7255943,1.7563922,0.5579978,0.25798452,0.6282982,0.22984381,0.29621986,0.8869472
638,3.697164,1.725115,0.4234651,0.24385041,0.6369182,0.23490356,0.30124676,0.8363442
639,3.792388,1.6771249,0.40417418,0.24982128,0.6392411,0.21130194,0.20891841,0.69575095
640,3.7521555,1.7535129,0.41753477,0.2312606,0.6366306,0.24890943,0.30388996,0.8432195
641,3.8994021,1.7109954,0.40691584,0.19876665,0.62228817,0.22160795,0.16347986,0.4444353
642,3.8622746,1.6798801,0.39833295,0.23483387,0.6348437,0.21079001,0.18357545,0.6520346
643,3.7023597,1.7585473,0.68019474,0.2757949,0.64440453,0.23117374,0.27586782,0.91735154
644,3.697796,1.7375461,0.45678085,0.24908796,0.62425774,0.23532926,0.3086413,0.87006664
645,3.804146,1.7823021,0.4211172,0.21773615,0.6204013,0.25898784,0.30815652,0.86415046
646,3.9271994,1.8294327,0.40769207,0.18126512,0.62468565,0.28239542,0.3006405,0.85095173
647,3.9729278,1.8535209,0.6211177,0.18222876,0.59590584,0.23929001,0.25446245,0.9587567
648,3.9824224,1.7763865,0.37900165,0.1471792,0.6270349,0.23162268,0.23027295,0.74613416
649,3.8292525,1.7598267,0.8349203,0.2411685,0.3057762,0.21170427,0.19841182,0.92359364
650,3.7670865,1.532943,0.61235833,0.1834566,0.20418619,0.21586236,0.21128096,0.8799914
651,4.1771445,1.373438,0.6635023,0.15293992,0.39180693,0.2891802,0.26672313,0.93517464
652,3.8413656,1.1947557,0.77185065,0.16497725,0.4555014,0.17301287,0.104551576,0.7141069
653,4.5133386,1.7147039,0.73306036,0.17917353,0.6435255,0.12180431,0.21017183,0.9365887
654,3.983282,1.4959372,0.42132258,0.23643121,0.6163725,0.20098928,0.17245528,0.91348284
655,3.8857331,1.2497834,0.40725768,0.19757162,0.5991214,0.19367528,0.20329589,0.9417418
656,3.7939215,1.799267,0.39348057,0.24165067,0.23422022,0.23366517,0.24111527,0.91760594
657,4.096655,1.7743013,0.40336818,0.20598903,0.27624205,0.23040384,0.22646335,0.90067667
658,4.2048774,1.3954324,0.53520185,0.19212483,0.5788165,0.21513814,0.16672835,0.6811621
659,4.4652762,1.199702,0.7456989,0.2779242,0.21043618,0.18326215,0.1830091,0.6966538
660,4.167746,1.1922873,0.5555423,0.13317667,0.2006314,0.29587886,0.13714908,0.67615277
661,3.8815272,1.1524915,0.6851575,0.3155238,0.13150568,0.27098793,0.20966005,0.79637945
662,3.7738042,1.2523414,0.39779857,0.13170987,0.37729064,0.20617521,0.14080192,0.89736515
663,4.5121274,1.176529,0.6093619,0.30643556,0.37548545,0.14470069,0.34978315,0.6154751
664,4.369186,1.3158137,0.36941984,0.26508206,0.6062987,0.1643541,0.27130076,0.37039343
665,4.5221806,1.7869854,0.65387076,0.20977663,0.5447254,0.1997961,0.24036929,0.29201582
666,3.7972682,1.7582107,0.78082967,0.14590469,0.24237315,0.18208812,0.22629191,0.680384
667,3.9804041,1.741039,0.76691544,0.16754149,0.22237082,0.17350405,0.16835545,0.57557315
668,4.461845,1.8662429,0.6920865,0.17147696,0.32320517,0.19603258,0.19143939,0.20368673
669,4.513293,1.744088,0.8060142,0.18467486,0.2267725,0.20243213,0.20637959,0.74624795
670,3.8831568,1.3353615,0.6050149,0.12919413,0.21796896,0.19216016,0.18039864,0.17210843
671,4.2095857,1.8108306,0.7926803,0.12786695,0.27803746,0.20301905,0.23293479,0.6896628
672,3.7863493,1.3542526,0.3988385,0.09140765,0.4073023,0.17901324,0.16413495,0.8594029
673,4.2965846,1.5455704,0.4724269,0.21156713,0.33820763,0.16152403,0.22829041,0.4903695
674,4.147812,1.7669816,0.7300719,0.17592582,0.2379386,0.18124448,0.18529308,0.52561694
675,3.9713125,1.7778525,0.6772436,0.24056226,0.2678127,0.2122572,0.1724207,0.9137301
676,3.8793974,1.7289438,0.7249618,0.16102894,0.4488506,0.15449058,0.18886147,0.1872784
677,3.8548713,1.7617555,0.57641304,0.19126585,0.3937972,0.16145872,0.20172127,0.3255596
678,3.8765306,1.7959962,0.5608493,0.22476819,0.23732851,0.20138596,0.1911173,0.39325547
679,3.7290192,1.7442462,0.7789445,0.16157742,0.21100126,0.17577477,0.21814758,0.6642215
680,4.4883647,1.6766698,0.7390197,0.18785919,0.55425406,0.1673501,0.18887377,0.9916519
681,4.074471,1.5232033,0.55287707,0.15636638,0.5318608,0.17673148,0.19573095,0.14258651
682,4.0602174,1.2093257,0.52071184,0.2696868,0.4221253,0.100142345,0.30993822,0.1205431
683,4.362552,1.2974355,0.4216218,0.20714252,0.6098856,0.18897228,0.2210663,0.36306837
684,4.160993,1.2190105,0.73253083,0.22860566,0.61658823,0.20411982,0.17556275,0.5778479
685,4.5002413,1.2203382,0.46337518,0.22778723,0.41366795,0.3028616,0.17615318,0.71765023
686,4.4628744,1.2929852,0.59157276,0.05303788,0.60959053,0.2822286,0.18237144,0.107818745
687,4.529097,1.3191433,0.7548671,0.22796062,0.39160588,0.11395691,0.17406788,0.2858532
688,4.0304394,1.5015886,0.40758723,0.19986962,0.49788615,0.18985492,0.18738881,0.9068143
689,4.280477,1.2202258,0.8888533,0.2272115,0.28059375,0.107351884,0.23256244,0.88893646
690,4.1608458,1.7949638,0.6112759,0.1722705,0.37336245,0.22232968,0.22853103,0.7485696
691,4.2608595,1.5900156,0.57269764,0.20581654,0.3411156,0.16940205,0.2435359,0.32596925
692,4.027417,1.1868223,0.36650714,0.19037527,0.2780088,0.1030827,0.18497404,0.19854645
693,4.5675974,1.8444315,0.80693156,0.19887713,0.43125108,0.1950237,0.22161442,0.62266874
694,4.3200374,1.6092758,0.68982154,0.23355222,0.4192995,0.22013643,0.1625974,0.9454071
695,4.166922,1.58095,0.5874091,0.21767315,0.22727586,0.24239728,0.18216681,0.87783426
696,4.0277233,1.7008904,0.84269756,0.21029752,0.24307097,0.18745999,0.14721084,0.89580065
697,4.5036554,1.2786341,0.73328483,0.13900292,0.19294153,0.27160242,0.22041665,0.78892654
698,4.4282646,1.2160537,0.70638573,0.20938274,0.20269357,0.24225137,0.19713098,0.6936776
699,4.489966,1.3305086,0.7710131,0.21632832,0.4383618,0.27821293,0.22616443,0.8272862
700,4.509069,1.1961017,0.57770646,0.18715265,0.40517235,0.29642114,0.341607,0.527505
701,3.8705876,1.1895345,0.7684011,0.17263298,0.49875644,0.18268222,0.119715795,0.7358814
702,3.775278,1.2019808,0.74159247,0.21552393,0.5107573,0.22104326,0.12456012,0.8147132
703,3.6550837,1.1548433,0.4144339,0.17704421,0.5072324,0.1942527,0.090503395,0.9187435
704,4.07218,1.7584391,0.6776227,0.21949844,0.27269492,0.2119838,0.1724931,0.91685975
705,3.8579154,1.6825686,0.6633967,0.1780636,0.22784577,0.1841552,0.17929627,0.52699345
706,4.420793,1.6454799,0.7657907,0.19780758,0.3302326,0.17652027,0.1704742,0.14422402
707,3.8144531,1.3018886,0.72279906,0.22379994,0.44451877,0.095916495,0.11336518,0.50306505
708,4.4927316,1.3630161,0.3855406,0.23894459,0.26495788,0.07998957,0.2377125,0.8048131
709,4.444843,1.2862116,0.34533197,0.16730532,0.5720642,0.26051646,0.18558708,-0.029267527
710,3.9698026,1.4887971,0.59750617,0.13316894,0.54303074,0.16991338,0.13798529,0.119619295
711,3.8603306,1.7881706,0.64183295,0.20443556,0.2517064,0.2313991,0.235867,0.1066272
712,4.167228,1.7635412,0.71279466,0.17752245,0.24244712,0.18339562,0.18914217,0.51076764
713,4.4275017,1.7605145,0.49939865,0.19043945,0.3160037,0.2012489,0.22192006,0.32028964
714,3.8750522,1.3284019,0.63844764,0.23289019,0.49981865,0.10300399,0.16844963,0.5128727
715,4.3375063,1.8453574,0.7825005,0.17736062,0.21667595,0.18577632,0.19001703,0.544345
716,4.4914694,1.7660463,0.4197578,0.23795998,0.2858762,0.21033058,0.24926007,0.060351066
717,4.0712304,1.5449126,0.52979857,0.21461579,0.21222092,0.24690798,0.20069313,0.87317485
718,4.140555,1.8423202,0.71895856,0.19809243,0.27859488,0.20977676,0.19745213,0.23932141
719,4.467639,1.8158596,0.7768445,0.16991341,0.1447082,0.19586492,0.19205509,0.6198065
720,3.6886094,1.1433964,0.47299957,0.114436,0.48329028,0.2168983,0.10833572,0.79830146
721,3.6985962,1.1479983,0.49605757,0.10465185,0.48086783,0.22408311,0.101883546,0.7750213
722,4.055159,1.4009497,0.75003034,0.11530128,0.41772398,0.13660204,0.22390912,0.9179439
723,4.416244,1.3379796,0.7146277,0.17999305,0.5911541,0.32333693,0.12809074,0.95510596
724,4.4661617,1.2233546,0.819147,0.2058925,0.5850498,0.26292983,0.19618748,0.73054886
725,4.291678,1.2338159,0.8111879,0.22757292,0.3838345,0.14181893,0.15927505,0.8777756
726,4.1472187,1.4462917,0.626593,0.1938754,0.19135492,0.17118227,0.23686782,0.59211755
727,4.464983,1.7828676,0.73674715,0.14694606,0.14015467,0.21189912,0.22020474,0.6969491
728,4.599443,1.8739647,0.7905375,0.17191026,0.37834713,0.19309498,0.18324281,0.09861248
729,4.4050007,1.8515395,0.7960708,0.16826713,0.17451645,0.18918328,0.18596195,0.5837467
730,4.514172,1.7743943,0.6364043,0.22241485,0.54150784,0.20028827,0.24232394,0.30414632
731,3.9318848,1.773742,0.5796579,0.20436542,0.35719863,0.22444706,0.22842538,0.7558399
732,3.8219562,1.7730188,0.48071373,0.22744864,0.23318885,0.18793969,0.17697784,0.42251167
733,3.813993,1.8379517,0.7066464,0.18522942,0.42517644,0.2133107,0.2517755,0.8081157
734,3.7325768,1.2479717,0.40109372,0.16032284,0.4632266,0.18043953,0.12085356,0.9148559
735,3.8011382,1.2924922,0.50144196,0.23215228,0.27718022,0.1927409,0.11317854,0.63407093
736,4.5070505,1.194072,0.58954906,0.23709187,0.40548506,0.20598856,0.33856824,0.57894796
737,4.515386,1.1891372,0.634379,0.10971758,0.21136348,0.24792986,0.22352865,0.88904506
738,4.522004,1.155495,0.56845593,0.28807613,0.3708186,0.18651219,0.33286548,0.55039126
739,4.5410776,1.3863951,0.33896595,0.22909528,0.28378958,0.09376089,0.12064028,-0.007444514
740,4.4814687,1.2054195,0.47618997,0.21449816,0.47766665,0.3223946,0.15429774,0.5749819
741,4.077645,1.5002067,0.34139752,0.19414923,0.35193494,0.23205489,0.30808285,0.09705678
742,3.8176565,1.2538455,0.6622432,0.08169675,0.18778268,0.20502564,0.15579513,0.02835246
743,4.127089,1.840663,0.68542784,0.20178393,0.27458432,0.20811598,0.19832197,0.273869
744,4.0805206,1.1784111,0.87267566,0.27652207,0.6216137,0.12597431,0.19812794,0.5509701
745,4.480104,1.3558283,0.82266283,0.30361766,0.61756474,0.11801539,0.22747722,0.89947003
746,4.0969224,1.4803519,0.42979872,0.23616806,0.61238885,0.21835676,0.25618967,0.7602505
747,3.9308481,1.2407258,0.6103637,0.123569176,0.62934506,0.23829673,0.2170017,0.75644773
748,4.5004907,1.2419417,0.40729594,0.19871888,0.38160664,0.22386548,0.20326656,0.7291709
749,4.49524,1.2260474,0.49047065,0.20933883,0.37310156,0.14375837,0.26525003,0.9111758
750,4.6960893,1.2535036,0.22615379,0.36829287,0.22843985,0.12635972,0.3353846,-0.02868539
751,4.6782303,1.2482488,0.23375578,0.36394334,0.22156009,0.1348636,0.3276649,0.0052227024
752,4.4992957,1.2144315,0.35228482,0.28342497,0.22861908,0.2206187,0.28293988,0.6970752
753,4.5246844,1.1852676,0.42002913,0.08017067,0.2065445,0.21550821,0.08337984,0.91079146
754,4.460682,1.221102,0.6142684,0.09117391,0.19612475,0.28336954,0.23228258,0.7754201
755,3.95963,1.1949575,0.77269435,0.15096611,0.1774845,0.18542044,0.2931461,0.6408642
756,4.0803514,1.1835257,0.83657163,0.29038525,0.22392438,0.23640555,0.15104751,0.9175722
757,3.8048444,1.2770491,0.5851859,0.26845115,0.42345864,0.22046036,0.3321973,1.0020628
758,3.8085358,1.3321149,0.5541971,0.24114263,0.38999867,0.26110733,0.34000626,1.0210235
759,3.8848538,1.4136004,0.83546495,0.13693589,0.20702784,0.24342793,0.19026728,0.9763594
760,3.7865672,1.2416749,0.7790284,0.20627905,0.18161629,0.25334963,0.17701267,0.8825751
761,4.016528,1.2655731,0.7318976,0.24642748,0.63297194,0.24903637,0.38258344,1.0163295
762,4.129083,1.6259499,0.7415092,0.20577416,0.25209156,0.21038708,0.15278515,0.90739125
763,3.8199172,1.2786796,0.62923706,0.10207985,0.19571441,0.21095064,0.17393254,0.15381059
764,3.9809728,1.7042053,0.5000406,0.18840596,0.28163224,0.18683974,0.19094563,0.42055163
765,4.105863,1.4937725,0.4221597,0.24479842,0.6114872,0.23729981,0.22413915,0.8235283
766,4.384608,1.6263945,0.6068096,0.20805328,0.23999079,0.22843942,0.16238178,0.9357526
767,4.5159516,1.6681612,0.6969794,0.20902552,0.5338856,0.19966193,0.20385647,0.9432561
768,3.9527962,1.4204276,0.6051907,0.25364703,0.6073363,0.09646779,0.19641493,0.55411905
769,3.7985003,1.2114332,0.8385477,0.18886548,0.34073037,0.20288831,0.17313041,0.74092156
770,4.024908,1.4599302,0.44128045,0.07195823,0.2786513,0.17345746,0.24338286,0.9064951
771,4.158381,1.3948644,0.6109154,0.12572676,0.6103444,0.23760055,0.25601542,0.7961277
772,4.506257,1.8646432,0.7866503,0.16989744,0.326449,0.20017152,0.18593228,0.10313778
773,4.3100767,1.6130786,0.6415454,0.22788018,0.25091505,0.24017179,0.16164155,0.9036081
774,4.288729,1.7039111,0.49108803,0.17858894,0.32938606,0.19528121,0.21452539,0.33305493
775,4.23259,1.2300934,0.4850119,0.09174478,0.60281366,0.17113243,0.18685266,0.41158438
776,4.5744967,1.18609,0.3764383,0.17549388,0.22469018,0.0786079,0.28374663,0.35713965
777,4.561397,1.1957117,0.35334465,0.17449427,0.35225466,0.25511453,0.20425852,0.12406785
778,4.532201,1.2044642,0.38137147,0.12238374,0.37007964,0.2639846,0.22456665,0.23377447
779,4.3267913,1.332157,0.312067,0.124801606,0.22725232,0.10475792,0.07445757,0.02152521
780,4.639314,1.1852238,0.23414895,0.15010116,0.28992143,0.03355663,0.27723762,0.23891012
781,4.550063,1.1834521,0.3856915,0.17557247,0.21494068,0.098147824,0.29295936,0.39273545
782,4.0951943,1.283173,0.6324352,0.14304227,0.63717824,0.31713143,0.19616763,0.7982034
783,4.430366,1.2352209,0.6868657,0.03811726,0.61942446,0.30564106,0.26461843,0.100351505
784,3.865407,1.4315224,0.6499169,0.13624117,0.59530115,0.18412599,0.13145092,0.16335307
785,3.8741884,1.4962428,0.50726575,0.20841601,0.19276862,0.23819274,0.2096766,0.87228894
786,4.106957,1.5264812,0.55170727,0.17844743,0.47400793,0.16317342,0.19265105,0.9615032
787,4.1004624,1.7071128,0.64306056,0.17327137,0.26266804,0.18773319,0.19392824,0.47738776
788,4.0783896,1.5177494,0.57924235,0.16629678,0.47443703,0.15136999,0.20424965,0.9578982
789,4.186,1.5541561,0.6008911,0.2439099,0.33323798,0.22578369,0.17730595,0.9393762
790,4.099581,1.728507,0.83502954,0.2193279,0.26425302,0.19440608,0.1403943,0.9074011
791,4.5447145,1.8305776,0.60488296,0.20163047,0.30573526,0.21091245,0.22891188,0.0109536145
792,3.8832066,1.703116,0.55927014,0.18808484,0.24762274,0.19273353,0.18215328,0.47475746
793,4.043735,1.7858813,0.6151334,0.18914644,0.35514915,0.22103922,0.22398533,0.7503777
794,3.7509658,1.7976211,0.3889773,0.24349397,0.23115458,0.23284487,0.24362725,0.916088
795,3.8136764,1.8250568,0.67455626,0.18838511,0.41815522,0.21489239,0.24884969,0.8016146
796,3.8229454,1.7601683,0.7739185,0.14254835,0.25464693,0.18805145,0.23076633,0.68804264
797,3.9643304,1.8201005,0.71777344,0.17418171,0.5854486,0.195315,0.19216451,0.8150556
798,3.8989367,1.8439791,0.7534932,0.2439034,0.6215585,0.24528866,0.26771718,0.91850036
799,3.9312668,1.8307359,0.40700802,0.1800097,0.625357,0.283186,0.30022138,0.8498916
800,3.9983168,1.7516,0.36511227,0.16801059,0.6330691,0.23587106,0.20591131,0.67962825
801,3.8096013,1.7416945,0.39156824,0.20735995,0.6405648,0.23721182,0.2721207,0.77662474
802,3.7638168,1.7687898,0.55936503,0.24064931,0.602355,0.20927191,0.21760316,0.36220884
803,3.8641,1.7242965,0.42358533,0.1993326,0.6218566,0.2232644,0.17777228,0.42523298
804,3.7930043,1.7386799,0.5754923,0.20080556,0.6183531,0.21451004,0.21115986,0.4452838
805,3.8123956,1.8067489,0.7185037,0.258035,0.6357851,0.23821826,0.27300698,0.91647136
806,3.8798854,1.7696548,0.3771913,0.1826549,0.63772726,0.24760406,0.26982117,0.770713
807,3.8917217,1.8037179,0.39681122,0.19001147,0.63772064,0.27075934,0.2916717,0.82076037
808,3.953621,1.6626207,0.4137664,0.21866263,0.63300824,0.2015046,0.1339543,0.5544158
809,3.8465142,1.6539128,0.41335887,0.24857911,0.63436174,0.19946374,0.16187915,0.61548275
810,3.7424054,1.7309314,0.4071365,0.22918886,0.6442548,0.237945,0.28943747,0.8067844
811,3.746418,1.760922,0.47973666,0.24114057,0.6237062,0.24196194,0.30444583,0.87498176
812,3.853766,1.8156564,0.62633836,0.23399326,0.62782544,0.24675392,0.28332326,0.8976559
813,3.7467804,1.7494692,0.41664678,0.23222765,0.6376743,0.24714883,0.30291176,0.8400783
814,3.7665591,1.7684522,0.45479253,0.2323992,0.62165415,0.24842589,0.30655625,0.87140316
815,3.7887125,1.7795262,0.47576043,0.22998488,0.6218854,0.25033608,0.3033232,0.87504643
816,3.8174558,1.8063476,0.7712538,0.26642835,0.6314567,0.24006818,0.26175997,0.9345469
817,3.6970344,1.7513525,0.63200235,0.27211124,0.63900036,0.22856154,0.28415346,0.90551096
818,3.6736708,1.7472798,0.6890767,0.28232574,0.64781576,0.22989999,0.27403948,0.9219054
819,3.806002,1.62469,0.4277209,0.26730996,0.6334181,0.1877359,0.14559619,0.590146
