Cu,Mg,Mn,Fe,Si,Zn,Zr,temperature
3.7725425,1.309315,0.7887372,0.23099948,0.29736042,0.15786028,0.34116307,-0.0017085448
4.1497693,1.5436459,0.4439407,0.13184534,0.3052413,0.16936195,0.26463366,0.634731
4.49867,1.4606233,0.3417767,0.252166,0.51156867,0.22812597,0.1134086,0.75779307
3.8370137,1.2044439,0.61129886,0.17330757,0.5310051,0.12802252,0.065161206,0.6794
4.2050223,1.6196942,0.41699436,0.3008466,0.5841992,0.11273695,0.15316725,0.82819915
3.8829987,1.7577106,0.45067188,0.19425148,0.4096617,0.19491056,0.16991168,0.42504963
4.4649253,1.7662804,0.64384604,0.090158895,0.15963575,0.19817355,0.2639058,0.64236724
3.8338485,1.7594737,0.7828102,0.1041705,0.40237072,0.15864778,0.16161141,0.13457835
4.1915927,1.6377475,0.7472308,0.1652813,0.21344543,0.24350032,0.20476136,0.84697783
4.47385,1.7616389,0.6192933,0.15002418,0.5391933,0.23831126,0.2256661,0.34084556
4.4979415,1.3251755,0.8145211,0.2614115,0.57785505,0.21717976,0.17117605,0.8556441
3.9118302,1.7873476,0.6584145,0.17671144,0.45993745,0.20643672,0.13750727,0.34505802
3.970704,1.6609491,0.44457117,0.22199932,0.55689627,0.19739941,0.16109823,0.5766704
4.4963255,1.7618136,0.7562702,0.1686649,0.60801727,0.1013651,0.2601066,0.8112482
4.1862407,1.3925972,0.81098044,0.26687995,0.53170854,0.19613108,0.27814415,0.9804113
3.789537,1.2135144,0.7804421,0.2897398,0.36960584,0.25859144,0.11214096,0.787925
4.483022,1.2192683,0.39319995,0.109759375,0.39270413,0.29428545,0.3092517,0.24888483
4.529511,1.4867193,0.8210142,0.25793427,0.58819073,0.13819525,0.14181228,0.32980773
3.9861703,1.648827,0.36853826,0.06332279,0.59052706,0.21152759,0.2681019,0.24237728
4.1906495,1.6499381,0.4334232,0.09140153,0.16994289,0.15354133,0.28117245,0.6115763
3.7846117,1.3990812,0.44379678,0.2556067,0.63127947,0.22839521,0.1749214,0.09249725
4.2652874,1.4818438,0.43651116,0.22776672,0.45403996,0.19752812,0.21450232,0.68511724
4.452487,1.8071285,0.7074549,0.2228115,0.21281958,0.16021875,0.17810151,0.37736925
4.0179763,1.4776164,0.55192804,0.2028831,0.37267682,0.13024262,0.18156992,0.85808307
4.1677985,1.8267853,0.7790619,0.22137073,0.19433716,0.1519224,0.097042754,0.6759971
3.9341135,1.2602496,0.8299801,0.17030661,0.2847929,0.1133681,0.12334844,0.44720292
4.160949,1.853452,0.45074275,0.2956921,0.35852304,0.23288476,0.16338067,0.82907176
4.2375007,1.4965494,0.45622972,0.35133934,0.58270097,0.22863011,0.14086452,0.79095566
4.2311654,1.6411633,0.68571687,0.2314527,0.24067631,0.12588036,0.18914668,0.3532418
3.773879,1.6954174,0.6170519,0.21197884,0.3050937,0.1793257,0.22655375,0.8548534
4.5083766,1.5475143,0.8034729,0.17963496,0.19348103,0.1000706,0.22580886,0.86367446
3.822506,1.8016857,0.7899646,0.2387502,0.17844069,0.13750398,0.12824968,0.69856256
3.8075826,1.414813,0.5377992,0.25444564,0.3032793,0.18878719,0.15056325,0.408155
4.536739,1.2861803,0.6027482,0.18402313,0.25515023,0.23485883,0.24831891,0.72832114
4.440104,1.8138525,0.6895964,0.23264639,0.20666835,0.17766014,0.16913141,0.42240605
4.1642537,1.6598852,0.62568897,0.24943891,0.22409722,0.20317197,0.17083398,0.5257327
3.8136547,1.3939035,0.76949096,0.1369712,0.6222455,0.27493605,0.16479285,0.7789867
4.0049725,1.5743484,0.5426996,0.25000918,0.2577458,0.15468669,0.16605186,0.4161811
4.505199,1.3680534,0.63596416,0.20748919,0.25122818,0.23464549,0.22274569,0.47262332
4.1753507,1.8283753,0.73580843,0.17953476,0.32589436,0.1610142,0.15386948,0.13410273
3.743222,1.5741106,0.7780082,0.2904772,0.5956777,0.2193161,0.24018322,0.7726717
4.2026677,1.3262719,0.8284429,0.31304583,0.37149185,0.08183686,0.11372834,0.763593
3.785555,1.8014405,0.4639318,0.2431603,0.39939722,0.24048638,0.25665942,0.93315387
4.208613,1.2431068,0.61131084,0.1963572,0.30076888,0.22988743,0.16299665,0.85782516
3.8562322,1.290517,0.6128607,0.2594723,0.24016017,0.19852622,0.17716298,0.8371024
4.163757,1.628268,0.34918493,0.3024866,0.5783445,0.11987955,0.13326323,0.79997456
4.1717687,1.8028995,0.72196674,0.23719628,0.2555623,0.17212135,0.15499067,0.34099436
4.177027,1.1976264,0.807951,0.19048814,0.20597342,0.2486274,0.22158419,0.9085067
3.77595,1.4037089,0.41734937,0.25985226,0.6263497,0.22548558,0.17737903,0.07694683
3.8525867,1.5614493,0.6216522,0.2185724,0.13852316,0.21193996,0.13365345,0.8794055
4.5186915,1.7742537,0.5930379,0.17349637,0.62280244,0.23716484,0.18977013,0.293951
3.7817707,1.3739433,0.7542955,0.20315106,0.2427566,0.23762755,0.22177503,-0.022376157
4.0342607,1.3668087,0.77668446,0.15153418,0.3686872,0.24421144,0.1388028,0.111551486
4.095356,1.5683396,0.56292796,0.15995964,0.19685,0.121719874,0.23932362,0.2629738
3.925355,1.782541,0.41601378,0.20489058,0.62394124,0.1579369,0.11263836,0.07463928
3.8543563,1.7802819,0.47254968,0.21036385,0.3407604,0.19108388,0.18410179,0.41792342
3.9095984,1.7626581,0.3977577,0.25828686,0.55731666,0.1629515,0.18943775,0.053893887
3.8370082,1.2287254,0.42214915,0.16305865,0.25764284,0.13839486,0.2707626,0.4764001
3.9226022,1.2064675,0.47916275,0.27216858,0.20031014,0.13499838,0.22077404,0.40362236
4.5492406,1.3198979,0.5832337,0.15645623,0.2877898,0.2292867,0.23772416,0.7667089
3.7609148,1.8076258,0.44784832,0.27456194,0.18296945,0.20865124,0.19379482,0.43335268
3.778933,1.7617322,0.39646772,0.2527374,0.37697458,0.20701596,0.20402433,0.831126
3.8343186,1.7349147,0.8065033,0.12203281,0.51816463,0.14926958,0.19455987,0.22316396
4.0065446,1.572811,0.5273035,0.24158508,0.24730843,0.12960353,0.17321256,0.37185007
3.8092651,1.8081659,0.67106193,0.26772755,0.31471202,0.2362524,0.13513283,0.35279667
4.0279517,1.2114079,0.4623703,0.2129446,0.34632295,0.15810934,0.23008452,0.48372096
4.213949,1.4561739,0.5608537,0.17267121,0.6008418,0.23410594,0.20277536,0.70511615
4.1874084,1.7838708,0.81368005,0.2450635,0.5775784,0.22626415,0.13944787,0.91423965
4.4781938,1.6625272,0.7730453,0.2532789,0.4352957,0.21590295,0.18144816,0.69639766
3.7963905,1.4189522,0.769776,0.29929596,0.40299112,0.17798686,0.18439937,0.9068644
4.2188425,1.399504,0.8225808,0.22043388,0.5015609,0.12942849,0.22276197,0.507123
4.243939,1.755663,0.5029806,0.13590229,0.614559,0.17838067,0.23702104,0.087955795
4.1501474,1.2800355,0.6003797,0.14181288,0.4288817,0.2799667,0.191629,0.82852256
3.7848365,1.7265052,0.39178377,0.1769525,0.5496122,0.2260769,0.20186548,0.28659534
4.2219534,1.2400944,0.5105252,0.22069776,0.2610413,0.17257766,0.21614254,0.42931893
4.443768,1.3717365,0.65663403,0.13703293,0.5670478,0.24931103,0.109392114,0.026518337
4.1953897,1.289823,0.81439483,0.2847792,0.37903118,0.1066298,0.13171983,0.78872955
4.2275867,1.6633236,0.59959984,0.18122429,0.18384716,0.22371072,0.20013477,0.8764415
4.4920154,1.7601157,0.6342248,0.21215096,0.58040535,0.11130483,0.2688053,0.92560035
3.9512243,1.3999786,0.48307383,0.20027912,0.43693945,0.1377295,0.20035632,0.15329194
4.495041,1.6467793,0.38367626,0.28220126,0.2543892,0.22041503,0.19184498,0.7870839
4.034846,1.6959714,0.6658903,0.103358224,0.22451907,0.17325008,0.24177524,0.52608895
4.560653,1.3867408,0.7791839,0.15820533,0.57980156,0.18179412,0.26372173,0.02170872
4.0474453,1.5995958,0.4407303,0.2226519,0.6136954,0.21330258,0.23703189,0.86114335
4.241225,1.7446306,0.4673338,0.19188285,0.24008441,0.19775301,0.17849292,0.88393545
3.9000802,1.7834083,0.6225879,0.19047207,0.43812552,0.20484897,0.14884353,0.3635802
3.98499,1.3740126,0.7824488,0.25146413,0.61213714,0.18697491,0.10215882,0.90412897
4.006094,1.2238758,0.7984476,0.1992329,0.59576136,0.073297806,0.10242704,0.75574666
4.4840083,1.3043475,0.4148607,0.22073513,0.5437856,0.23010573,0.14832303,0.7513231
4.109434,1.279617,0.6175055,0.14226088,0.5208017,0.32693207,0.15839392,0.7846573
4.1571403,1.7641761,0.67687947,0.21760361,0.17812374,0.2352027,0.16725779,0.53177917
4.2025666,1.2420938,0.81625044,0.16073984,0.1907374,0.22775766,0.22924,0.8571742
4.2159276,1.7798722,0.61148155,0.24750379,0.27018607,0.1963552,0.18338344,0.006831728
4.4019513,1.4099436,0.6850596,0.24063076,0.50693876,0.0785611,0.22350672,0.3622679
3.8102448,1.2041498,0.7823405,0.1720562,0.41255283,0.13848028,0.27433467,0.817274
3.9395685,1.8289804,0.53181374,0.21848278,0.3157661,0.19617277,0.19191115,0.1389552
4.230328,1.3815293,0.8052937,0.32466862,0.22873965,0.12347258,0.11741305,0.8476559
3.8096364,1.204072,0.8146699,0.33032367,0.22360975,0.25745586,0.09501738,0.83604956
4.220799,1.7258358,0.69567966,0.22566366,0.27477035,0.1980031,0.17391866,-0.008083053
4.1971097,1.7973216,0.71597844,0.23629275,0.22119597,0.20327848,0.15177982,0.42975694
3.796145,1.2102548,0.7790987,0.2331139,0.41018587,0.18361062,0.13929869,0.7209023
4.181677,1.4094037,0.5816535,0.16310541,0.5801717,0.24512438,0.21942574,0.7130986
4.0283318,1.466835,0.45489177,0.2591962,0.46797177,0.12582931,0.21972516,0.22251052
4.521811,1.6443956,0.3551251,0.28889248,0.36562812,0.21599162,0.15483457,0.7503004
3.8269467,1.270514,0.5895028,0.25966686,0.25290486,0.19333263,0.17187357,0.8130022
3.800464,1.4347665,0.76110107,0.20421347,0.62132615,0.18825737,0.15981582,0.13369149
3.8193426,1.785481,0.39759353,0.23432721,0.60007465,0.16612798,0.085457414,0.055562846
4.50705,1.6357429,0.5535084,0.31928903,0.41774487,0.21363279,0.16261274,0.78073055
3.7777295,1.8070767,0.39896345,0.24596249,0.21911314,0.20506772,0.2507984,0.84293616
3.7820544,1.2988997,0.3775489,0.18641388,0.5610236,0.08276761,0.20891693,0.8819766
4.23371,1.4662896,0.45682174,0.28064573,0.648707,0.13145131,0.19328049,0.28186753
4.5204997,1.2903118,0.66312754,0.17817457,0.4810758,0.22448298,0.2088905,0.81806284
4.386814,1.6203222,0.43827114,0.21575576,0.5881435,0.14344655,0.23930617,0.41399044
3.7593534,1.474299,0.49860215,0.20880617,0.15767285,0.16173184,0.12034402,0.8602477
4.471908,1.3254666,0.8610946,0.18561757,0.5961694,0.09602701,0.23974863,0.36255628
4.2118297,1.6962003,0.40905127,0.18851942,0.3631305,0.14897469,0.16435371,0.84258336
4.1837025,1.6255999,0.4249877,0.3004543,0.5912787,0.11867554,0.14725393,0.82628644
4.463024,1.8685966,0.8147596,0.21913593,0.42751983,0.19940443,0.1379132,0.029592507
3.8219042,1.2159312,0.35066152,0.22135615,0.3550995,0.27133805,0.12420983,0.7773557
4.5189033,1.4454854,0.38766357,0.20737973,0.27376658,0.11326859,0.23403552,0.08121828
4.022689,1.2480336,0.47599298,0.19622332,0.3921188,0.17229232,0.23501843,0.52292407
4.5014205,1.2287457,0.5790059,0.18605809,0.18563646,0.1761491,0.17658198,0.88188213
3.840294,1.7253186,0.38801232,0.2507131,0.3674258,0.19321299,0.17178373,0.7811072
3.9659877,1.7988083,0.7635435,0.27220014,0.5944015,0.09197996,0.10901695,0.74590224
4.4942775,1.2216378,0.38500383,0.15853447,0.40741736,0.10329103,0.18427514,0.053971954
3.7804742,1.4858634,0.45324388,0.24401067,0.17361113,0.23032779,0.2636187,0.014728092
4.200497,1.2860222,0.599686,0.21990499,0.21967047,0.17264219,0.16311902,0.9106581
4.0242906,1.8194685,0.44841668,0.2412816,0.13833222,0.23422286,0.2256198,0.78512573
4.128065,1.6111302,0.6033712,0.21327901,0.23218244,0.11892719,0.19750224,0.3283766
3.7755415,1.4328837,0.36964822,0.18994743,0.28518084,0.124621876,0.15234396,0.82606757
4.50233,1.6877694,0.45093527,0.18711677,0.62689626,0.20879549,0.21498397,0.35879648
4.1152077,1.3799844,0.8000036,0.25464413,0.5065787,0.1800597,0.22483423,0.9620652
3.9924572,1.8090408,0.792603,0.20490256,0.40913856,0.14708677,0.20513926,0.7018228
4.4820433,1.5742242,0.47657606,0.24925813,0.56816596,0.04571444,0.23504037,0.8751118
4.5117617,1.3275282,0.85077226,0.1720499,0.54234904,0.19595906,0.21599087,0.06454303
4.5210004,1.3751357,0.3666689,0.25481248,0.48893264,0.24455738,0.119120575,0.6960919
4.4564266,1.6262484,0.7782346,0.2500148,0.58431554,0.1406183,0.20742646,0.85060024
3.806548,1.7431496,0.5282473,0.21008155,0.19139242,0.19650766,0.21624215,0.48568514
3.7243142,1.7504814,0.5399594,0.21534902,0.53053147,0.17768937,0.20016226,0.21802106
4.211545,1.7346393,0.4776848,0.22690856,0.6011026,0.18593964,0.19741069,0.75822675
3.9280581,1.5962408,0.77046084,0.25651428,0.606611,0.14546889,0.17137927,0.93024504
3.8435085,1.5415974,0.57935995,0.21086241,0.13857594,0.20349252,0.13824144,0.8679924
3.9554312,1.5857984,0.7899653,0.24611995,0.18120912,0.15611568,0.13715631,0.8298148
3.8057714,1.6942853,0.7388665,0.1914505,0.62110543,0.15258211,0.27321863,0.3712499
3.9746013,1.8087679,0.7932525,0.20504983,0.39025992,0.15919983,0.2020669,0.6849111
3.8556454,1.2104417,0.44012988,0.209704,0.22546592,0.12847432,0.25688142,0.44264695
3.7501912,1.585284,0.7820099,0.13774107,0.20013663,0.16262543,0.19315243,0.8137919
4.481436,1.6063089,0.7457461,0.21728033,0.5905267,0.086670704,0.24167457,0.9048945
4.186663,1.204904,0.8154267,0.26952416,0.24573901,0.25879943,0.19417608,0.94292593
3.786137,1.8005135,0.7928382,0.2934871,0.57723933,0.24635568,0.2251527,0.9374613
4.46651,1.84309,0.6892766,0.22750056,0.18243122,0.20117971,0.1654334,0.45145434
3.8042579,1.2718306,0.51116055,0.13016544,0.55941033,0.24575558,0.13477314,0.54045737
3.9668245,1.5862124,0.39864153,0.17004864,0.38747084,0.19364668,0.28392863,0.029437117
3.8574808,1.2209527,0.4533334,0.23384094,0.21219462,0.13164508,0.24102396,0.42685214
3.8126912,1.2424307,0.5597545,0.2104641,0.5737494,0.24308613,0.06198502,0.71291596
3.7899632,1.1997168,0.81833065,0.3135047,0.21678013,0.2458581,0.27806044,0.6902006
4.5224133,1.4367266,0.87051255,0.24634624,0.5183506,0.103751376,0.19853666,0.32521558
3.7563796,1.7340351,0.5469614,0.24898192,0.58248824,0.1772312,0.24865423,0.31333697
4.164077,1.1957366,0.8439298,0.13941216,0.6271704,0.111023806,0.20953456,0.40536547
4.507323,1.7737124,0.6338308,0.20728567,0.46320465,0.2116136,0.17788921,0.12741947
4.485322,1.2320524,0.38246232,0.3121289,0.18094537,0.16634767,0.2706889,0.012081362
4.1731453,1.2411318,0.82586825,0.29153994,0.2136009,0.07604154,0.16365364,0.17446971
4.208758,1.2604939,0.82380986,0.27657938,0.3900687,0.23670402,0.22972786,0.98354346
4.058349,1.6888885,0.7128304,0.16801962,0.33501852,0.18211791,0.22556967,0.5270476
4.215687,1.6766562,0.661689,0.2512989,0.21284622,0.21334302,0.16988443,0.5474165
4.4946036,1.7813056,0.43890166,0.21251394,0.42761862,0.19983779,0.23620698,0.018021964
4.450388,1.7148952,0.7951194,0.18188527,0.58545554,0.18483436,0.18061797,0.69778484
4.2083974,1.643415,0.73574674,0.16295971,0.2030792,0.24997091,0.20846438,0.86211884
4.250735,1.353679,0.40852204,0.2829374,0.4385446,0.26068518,0.18672094,0.8928611
4.50757,1.6342086,0.5658746,0.27665657,0.25074166,0.24022177,0.1953518,0.77145904
4.5505853,1.2411001,0.6143475,0.21070208,0.16389126,0.25196397,0.17048809,0.09728474
4.1605186,1.346457,0.8208007,0.2636114,0.57250047,0.18149693,0.11349632,0.4591072
4.239128,1.6433003,0.8379415,0.21602419,0.29607818,0.19899657,0.17508534,0.020253085
4.412138,1.7115349,0.779081,0.17658386,0.24010757,0.16391337,0.20041125,0.2791587
4.048497,1.3829408,0.4357846,0.28376073,0.54893005,0.13084157,0.25415778,0.28010982
3.765036,1.7885803,0.56014395,0.2797378,0.21693999,0.22363362,0.17100085,0.41049558
4.506356,1.202575,0.83331335,0.1364014,0.41523233,0.10707856,0.10935358,0.12544298
3.9436886,1.7584739,0.43420872,0.26267233,0.3663075,0.22134697,0.17093569,0.8115882
4.540127,1.2773709,0.80299366,0.26438472,0.5139491,0.23392701,0.17880672,0.67407846
4.5221214,1.3929518,0.3606562,0.25461683,0.46966004,0.24742915,0.11954988,0.6828135
4.1685443,1.7789054,0.76174486,0.27324054,0.3799587,0.09535728,0.1317097,0.90347636
3.8276284,1.2103941,0.8124,0.20439738,0.3898844,0.13219285,0.08257737,0.5258635
4.0436835,1.5731564,0.62830627,0.2219757,0.21118122,0.19540007,0.21246055,-0.01574374
3.836567,1.7786,0.4672504,0.19030893,0.38286906,0.21548814,0.19941387,0.1586799
3.76962,1.8188431,0.42183712,0.23664168,0.22311217,0.21669883,0.27109692,0.89298415
4.461226,1.4283578,0.84233546,0.2237137,0.17374712,0.22699733,0.21777198,0.93216527
4.150351,1.5015825,0.45578584,0.17241046,0.3975945,0.17623848,0.25193682,0.65177447
3.7701063,1.7995994,0.80852455,0.25739315,0.34285071,0.25010863,0.115622886,0.29694766
4.499874,1.4271905,0.8335755,0.24061686,0.36510423,0.21265884,0.16217902,0.8347456
3.7780433,1.2175888,0.79360294,0.21986222,0.4192767,0.21828902,0.21721753,0.8260546
4.4965343,1.696091,0.39509013,0.210861,0.14037484,0.21900529,0.23205172,0.756094
3.773593,1.7818147,0.80736053,0.17110348,0.32437506,0.20297638,0.15583988,0.17109406
4.469774,1.6063453,0.7659365,0.21181539,0.58852243,0.08190457,0.25015467,0.9151928
3.834128,1.2433231,0.41831318,0.15018027,0.2757609,0.14578938,0.27367833,0.49403173
3.7424936,1.5550888,0.7987342,0.25279385,0.6048665,0.21686944,0.1895237,0.78467584
4.0248747,1.4305637,0.4821766,0.19551171,0.6011168,0.121363916,0.2078202,0.73532075
4.5325656,1.3425848,0.513675,0.14544678,0.31863457,0.21126972,0.20262086,0.8486624
4.0511775,1.4509459,0.4968094,0.19015607,0.6177976,0.13854009,0.21382189,0.7145707
3.7759514,1.2763577,0.39335558,0.18693376,0.587506,0.13966057,0.19835335,0.88555366
3.77875,1.6377771,0.59034127,0.23189965,0.2584853,0.16790953,0.18498316,0.7391238
4.466934,1.804877,0.569493,0.18038231,0.36385036,0.24618597,0.2418037,0.23640278
3.8137584,1.2237182,0.66391367,0.16283235,0.17980006,0.22951327,0.20761131,0.18976697
3.8787665,1.4101782,0.49951968,0.19948982,0.22180766,0.16390905,0.20927832,0.29359508
4.020388,1.2383226,0.42301184,0.09950304,0.38061094,0.08811589,0.16483498,0.07412846
4.3513503,1.7540612,0.453508,0.2662801,0.54920113,0.19295529,0.21305095,0.8742983
3.7636592,1.457846,0.5120172,0.21943116,0.18346712,0.18234557,0.10947316,0.8553394
3.7458017,1.2222736,0.4021681,0.19554812,0.5336936,0.24565168,0.287266,0.045589186
3.725206,1.5624883,0.76907897,0.29817176,0.6100638,0.10139749,0.21493682,0.9520822
3.8395905,1.7227936,0.33916092,0.21688157,0.38074285,0.19228742,0.1767444,0.49423313
3.799992,1.4096234,0.74379164,0.2958448,0.43481535,0.22485617,0.16735421,0.8548449
3.8378847,1.2006466,0.8441609,0.14248478,0.23625791,0.04260579,0.2648386,0.5120758
4.507938,1.6391006,0.50110877,0.28054148,0.25186017,0.23397318,0.192355,0.7792409
4.5183334,1.2428756,0.5572833,0.1772983,0.17295164,0.17574038,0.17829138,0.8734653
4.0337152,1.2244816,0.8196578,0.19978693,0.6172063,0.073824234,0.099203415,0.7532755
4.26896,1.3963464,0.45481598,0.22889298,0.51640373,0.20484409,0.19319129,0.6469156
3.756384,1.779777,0.748567,0.28463703,0.27441233,0.25526363,0.122255124,0.35414058
4.4748282,1.7913855,0.7634612,0.22221023,0.6094226,0.22083917,0.15893361,0.24371609
4.477157,1.6143074,0.7364476,0.25742778,0.58592135,0.13533679,0.199705,0.857441
4.234563,1.3137777,0.3602193,0.26440543,0.22128043,0.21214874,0.21753305,0.89636683
4.1722083,1.7690871,0.818895,0.24819922,0.58612084,0.23437926,0.15554003,0.9329548
3.7944021,1.2190531,0.39629117,0.123515025,0.3770837,0.20857142,0.23690915,0.4689536
3.903273,1.4595554,0.527808,0.20162888,0.23411638,0.15164062,0.19601557,0.29573175
4.2937737,1.3536098,0.5846038,0.21366373,0.5029325,0.07363974,0.2749592,0.3881887
4.2001224,1.3455937,0.4173664,0.19911575,0.589849,0.25911206,0.14037915,-0.024467774
3.8044336,1.7061809,0.6971692,0.19576772,0.60178083,0.14939451,0.27024302,0.34335154
4.129069,1.3090622,0.5171083,0.13375445,0.5497642,0.13358329,0.22381261,0.45378178
3.7901077,1.2274928,0.39161712,0.11173001,0.3202852,0.16331714,0.26239625,0.46170107
3.8107333,1.4150562,0.6198003,0.254299,0.32392865,0.25972837,0.098370545,0.7597696
4.1931734,1.667728,0.3735584,0.17394093,0.25552842,0.15828076,0.19054826,0.8325822
3.8228383,1.2198687,0.59696543,0.2120863,0.40230206,0.1534468,0.10999701,0.70501053
3.9681334,1.2281446,0.8475241,0.20473704,0.6399369,0.10097294,0.19304144,0.4528571
3.7525642,1.8042859,0.36412957,0.26162946,0.15459257,0.19455743,0.21500087,0.4667639
3.7868881,1.5820241,0.78163755,0.28024825,0.38896674,0.21076548,0.28807196,-0.012851603
4.1929173,1.2636745,0.54379916,0.22233537,0.16493058,0.15974921,0.18440455,0.9076267
4.452744,1.8358124,0.69174486,0.22873244,0.17391914,0.21506792,0.16510929,0.48164356
4.242245,1.3352404,0.8355856,0.10322969,0.19604012,0.103545316,0.23841068,0.6745494
4.298189,1.7056408,0.53015774,0.13264129,0.12127037,0.19369811,0.25146893,0.64244723
3.8899164,1.6580104,0.7016711,0.1227027,0.25066924,0.18603623,0.22610739,0.4965508
4.2163777,1.6183225,0.58155763,0.26098323,0.5994465,0.09243066,0.20481724,0.88499254
4.0336113,1.2034333,0.51353323,0.2683176,0.1909695,0.14763147,0.22398767,0.39789075
3.8766074,1.2579062,0.4492863,0.24582152,0.5494191,0.17848887,0.21371767,0.2804994
4.4046183,1.2258871,0.8422078,0.19521725,0.42258096,0.15066952,0.14742237,0.12498555
3.757286,1.4375732,0.6260125,0.25799727,0.22560641,0.22769512,0.3029653,-0.036489464
3.776888,1.4158698,0.840536,0.27553776,0.39100808,0.2218161,0.32121506,-0.03317941
4.5065007,1.5933385,0.8112569,0.21998793,0.17353803,0.11235724,0.23696306,0.9071706
3.836023,1.7575145,0.4677975,0.1579826,0.63730407,0.22998428,0.20940994,0.60873973
4.51967,1.2535348,0.53776574,0.1680275,0.15491402,0.17436858,0.18053654,0.86446404
3.783946,1.1827503,0.77112377,0.30586013,0.5945915,0.1581119,0.07197491,0.76735264
4.2096424,1.7878165,0.5276746,0.2847983,0.55682796,0.1947332,0.18674237,0.66295195
3.7497485,1.6880774,0.784341,0.25214615,0.27367648,0.2600774,0.14266415,0.40963733
3.7450256,1.6046947,0.78446627,0.3107531,0.60303056,0.115794815,0.2236973,0.9654968
4.147656,1.8147937,0.36667678,0.19297887,0.26456523,0.26897666,0.24992645,0.17527252
3.939012,1.2011242,0.82412916,0.1543991,0.19305187,0.25309575,0.3027075,0.46013245
4.5000796,1.6894547,0.39903858,0.22269262,0.15659368,0.22196403,0.22572675,0.763395
3.8907294,1.8027493,0.43800363,0.21174611,0.3235081,0.21686941,0.21587698,0.1539714
4.464134,1.8364737,0.68987113,0.22847621,0.18943143,0.19513452,0.16649398,0.4439206
3.7628102,1.8000436,0.61401516,0.2975638,0.24236509,0.23118001,0.15331459,0.3777971
3.9692674,1.8065987,0.38021234,0.20918621,0.27638763,0.2462919,0.24463359,0.16274923
3.8152728,1.2096218,0.5861034,0.20774934,0.41233286,0.15538216,0.102048285,0.6797384
3.9638238,1.6925898,0.45606568,0.25621167,0.58851135,0.24671844,0.27691668,0.92720604
3.80331,1.2204098,0.3934915,0.15855002,0.52725434,0.23945071,0.29205075,0.0533045
3.9775264,1.4543512,0.42103603,0.20593818,0.44740275,0.08156208,0.19289905,0.8268833
3.9716783,1.7330977,0.7383269,0.23713353,0.23775128,0.23265475,0.15217912,0.46381587
3.9841607,1.416429,0.47667852,0.22990209,0.24624926,0.11675701,0.265453,0.29038677
4.2543616,1.2318416,0.3990825,0.11029297,0.24312627,0.06869104,0.2933046,0.17701194
4.5442104,1.3704048,0.8656754,0.19487596,0.63936853,0.09173604,0.23648177,0.4084313
4.1182294,1.56524,0.52634925,0.20688213,0.30001453,0.15259367,0.18964992,0.853928
3.9594498,1.7337456,0.59218895,0.22249702,0.2753901,0.17871827,0.22636814,0.52982724
4.4933724,1.227009,0.78736323,0.2750849,0.58415973,0.24087468,0.18903685,0.89330554
4.2861094,1.6393833,0.5023926,0.17325766,0.3999092,0.18142653,0.25371867,0.30818725
4.0020204,1.6075253,0.7936187,0.26259065,0.30798116,0.11644936,0.19359371,0.8940338
4.384026,1.6655035,0.47000197,0.18393372,0.50952953,0.17173971,0.24152786,0.37210172
4.5196238,1.3012474,0.4661549,0.16736142,0.2144126,0.18910003,0.19051081,0.8657989
4.0516996,1.244071,0.8483225,0.35891026,0.4419806,0.080462046,0.07839698,0.6802052
4.4759555,1.28133,0.7811662,0.2260333,0.17402092,0.24597692,0.20429876,0.8876913
4.520485,1.2639197,0.59127223,0.20597059,0.18995443,0.24006228,0.25762275,0.66864145
3.7656965,1.4502337,0.40095797,0.1883519,0.21633348,0.122399874,0.14559403,0.83480495
3.7519522,1.59049,0.779164,0.14187191,0.19482476,0.16183451,0.19072038,0.81300175
3.780705,1.6437142,0.80359733,0.12168527,0.28859344,0.19945458,0.26293173,0.9731715
3.8517475,1.3965107,0.46979046,0.18458284,0.28118467,0.17798793,0.17587784,0.349828
4.1337433,1.4236908,0.79175097,0.20526282,0.34152415,0.19058894,0.20588902,0.11855837
4.464224,1.3507756,0.8585166,0.17860506,0.6297285,0.11047776,0.2217122,0.44779122
4.468164,1.8577433,0.43267316,0.20139235,0.3558018,0.21113448,0.28643632,0.21803603
3.982904,1.237829,0.8519666,0.24967957,0.58156586,0.07903869,0.2580999,0.5004237
4.060513,1.3907173,0.7487446,0.2616066,0.29877946,0.21337694,0.17962763,0.8796484
4.4786572,1.4202975,0.38121536,0.17241657,0.31226853,0.084719814,0.22592446,0.05666151
4.462432,1.8095443,0.557927,0.18505831,0.40792456,0.20944902,0.2559293,0.23689854
4.240461,1.3449129,0.44424722,0.19569936,0.58323395,0.25562632,0.13163538,-0.033320956
4.173157,1.6673832,0.6012127,0.22894348,0.18221754,0.23557532,0.17857048,0.59642833
3.9833412,1.8314128,0.41869143,0.2763002,0.18642077,0.23286879,0.20440976,0.79922056
4.2109265,1.336168,0.45213452,0.19548869,0.57760715,0.27679676,0.10185524,-0.012586556
3.81358,1.438717,0.38423297,0.13529596,0.40538314,0.12963496,0.12743905,0.007173814
4.0138164,1.7888441,0.45664313,0.27400818,0.3493842,0.2365658,0.16972624,0.830054
4.034772,1.2018149,0.8180897,0.24496676,0.6092738,0.19784176,0.24195874,0.78497463
